appid,name,missing_fields,source_appdetails,source_html_fallback
3979920,Furry Came-a-Lot,"price_twd_original,review_count",True,False
4375360,敗姬條款,"price_twd_original,release_date,review_count",True,False
2457470,The Last Oasis Before Chastity,"price_twd_original,review_count",True,False
2575040,Mansion of Memories,"price_twd_original,review_count",True,False
2312370,Bloodcrave,"price_twd_original,review_count",True,False
2548590, Erectoria,"price_twd_original,review_count",True,False
1775620,Crystal Road: Vale of Memories,"price_twd_original,review_count",True,False
3462940,Revival of the Noble Blade,"price_twd_original,release_date,review_count",True,False
3149170,Porcelain Dolls,"price_twd_original,review_count",True,False
2651490,禁忌少女的輪迴之夜,"price_twd_original,review_count",True,False
2651520,見習魔女的淫慾試驗,"price_twd_original,review_count",True,False
3082460,Night Shift,"price_twd_original,review_count",True,False
3122910,我的AI女友,"price_twd_original,review_count",True,False
3179360,University of Magic: Faculty of Witches,"price_twd_original,review_count",True,False
2965760,不獸控制,"price_twd_original,review_count",True,False
3738870,Shinjuku Hearts 2,"price_twd_original,review_count",True,False
4483420,Luna Has Gone,"price_twd_original,review_count",True,False
4605320,Rewind Desires,"price_twd_original,review_count",True,False
3796500,Succum Brewery,"price_twd_original,release_date,review_count",True,False
3413800,Hotel Tales,"price_twd_original,release_date,review_count",True,False
3436160,曹操的人妻野望,"price_twd_original,review_count",True,False
3962840,TACOS - The Adventurous Couple's Original Story Season 1,"price_twd_original,review_count",True,False
4098420,How to Fix the Future: Book One,"price_twd_original,review_count",True,False
4048970,Heart of the Bunker,"price_twd_original,review_count",True,False
4222020,Stepmom Speedrun,"price_twd_original,release_date,review_count",True,False
4326720,Jameela The Sexy Treasure Hunter,review_count,True,False
2103500,Sombionic,"price_twd_original,review_count",True,False
4054720,Wild Weekend,"price_twd_original,review_count",True,False
3559840,櫻姬6,"price_twd_original,review_count",True,False
4234840,Tribal Favors,"price_twd_original,review_count",True,False
1072790,Nekodeito,"price_twd_original,review_count",True,False
3417490,With Eyes Closed - Season 2,"price_twd_original,review_count",True,False
3959980,【Live2D & フルボイス】幼馴染のヒモ姉とのゆったり性活,"price_twd_original,review_count",True,False
4223410,Room Service,"price_twd_original,release_date,review_count",True,False
2816750,寝取られ恋愛事情～上司に絡め取られた乙女心～,review_count,True,False
2777640,Lecherous Village,"price_twd_original,review_count",True,False
1744590,Love Sucks: Night Three,"price_twd_original,release_date,review_count",True,False
3361460,Deluded,"price_twd_original,release_date,review_count",True,False
3819270,Randel Tales,"price_twd_original,review_count",True,False
4175440,魯蛇穿越異世界 -做愛、打工、萬事屋-,"price_twd_original,release_date,review_count",True,False
3544890,Hot Head Alchemist,"price_twd_original,review_count",True,False
4173730,Be My Lust,review_count,True,False
2822040,Bunniiies,"price_twd_original,review_count",True,False
4575140,Project Uncover,"price_twd_original,review_count",True,False
3688290,再看我一眼,"price_twd_original,review_count",True,False
4196510,快穿拼圖·美少女和我的夏天,"price_twd_original,review_count",True,False
4275570,Lost in the Fire,"price_twd_original,review_count",True,False
4602620,Brothel Tycoon 2,"price_twd_original,review_count",True,False
4403260,蟲潮孤堡：機慾防線,"price_twd_original,review_count",True,False
4389050,SWEET ORGASM,"price_twd_original,review_count",True,False
4389060,HAIRY LADIES,"price_twd_original,review_count",True,False
4343890,FUTANARI SEX,"price_twd_original,review_count",True,False
4343900,NARROW HOLES,"price_twd_original,review_count",True,False
4576300,DIRTY PIRATES,"price_twd_original,review_count",True,False
4515190,MITH: Make It To Heaven,"price_twd_original,review_count",True,False
4492810,WHOREHAMMER 69 000,"price_twd_original,review_count",True,False
4523170,Glory Hole Barista,"price_twd_original,review_count",True,False
2417970,Risky Sanctuary,"price_twd_original,review_count",True,False
2243330,Wrapturous Adventure (A Yuri BDSM-Theme Game),"price_twd_original,review_count",True,False
2529620,Anime Angels (feat. Tomozero),"price_twd_original,review_count",True,False
2414440,Soulgasm,"price_twd_original,release_date,review_count",True,False
4048170,MARBLE MIRAGE,"price_twd_original,review_count",True,False
3897000,Chronicles of Ella: Whispers of Mythrillis,"price_twd_original,review_count",True,False
4621990,Special Request: Chapter 2,"price_twd_original,review_count",True,False
4415350,A Night With: Dark-Elf,"price_twd_original,review_count",True,False
1963410,Ohupako Tyoukyou Haisinn,review_count,True,False
1307160,Bad Night - First Incursion,"price_twd_original,review_count",True,False
4076050,Elven Adoption Agency,"price_twd_original,review_count",True,False
4424880,My Dragon Idol,"price_twd_original,review_count",True,False
3427220,機械少女琪塔,"price_twd_original,review_count",True,False
3445230,Hellgate Reiko,"price_twd_original,review_count",True,False
4429450,Kinky Phone - Swipe to Seduce,"price_twd_original,review_count",True,False
2651450,直至深淵,"price_twd_original,review_count",True,False
2747810,Heartsworn Abyss,"price_twd_original,review_count",True,False
1690830,Darkness Cums,"price_twd_original,review_count",True,False
3209850,MAMA,"price_twd_original,review_count",True,False
3058810,The Girls of your Dreams,"price_twd_original,release_date,review_count",True,False
3436190,除陰師,"price_twd_original,review_count",True,False
2102550,Love x Time,"price_twd_original,review_count",True,False
3872540,Gooning Simulator,"price_twd_original,review_count",True,False
3732520,Erokin,"price_twd_original,review_count",True,False
3238940,和存在感薄弱的妹妹一起的簡單生活,"price_twd_original,release_date,review_count",True,False
2651510,新星掠影,"price_twd_original,review_count",True,False
1126240,Mahou Mating,"price_twd_original,review_count",True,False
3951460,黑尾偵探與血月事件,"price_twd_original,review_count",True,False
1032980,Wild Life,"price_twd_original,review_count",True,False
4103170,My Giant Sexy Sensei Bullies Me 8,review_count,True,False
3121840,金斧偶像-商業貼貼,"price_twd_original,review_count",True,False
4591850,Girls of the Deep,"price_twd_original,review_count",True,False
3610840,Gagged Love,"price_twd_original,review_count",True,False
2685440,萊雅的行商蜜事,"price_twd_original,review_count",True,False
4496680,Hentai Tales: Insemination Permit,"price_twd_original,review_count",True,False
4559630,Between Us: Reckoning,"price_twd_original,review_count",True,False
3965310,The Lusanti Chronicles,"price_twd_original,review_count",True,False
4256540,Synthie Maker,"price_twd_original,review_count",True,False
4444500,FUTAHAMMER,"price_twd_original,review_count",True,False
1521010,Pigglet in Mrs. Big Bad Werewolf,"price_twd_original,review_count",True,False
3993630,Femboy Detective,"price_twd_original,review_count",True,False
4337240,Hentai Tales: Possession Stream Nightmare Idol,"price_twd_original,review_count",True,False
2393820,遊樂園奇妙夜,"price_twd_original,review_count",True,False
3720620,人體模型：他們心靈的迴響,"price_twd_original,review_count",True,False
4105960,Charmed Souls,"price_twd_original,review_count",True,False
3874620,Party Me,"price_twd_original,release_date,review_count",True,False
2460460,Chimera: Bloodlines,"price_twd_original,release_date,review_count",True,False
2857350,Flora & Fauna,"price_twd_original,review_count",True,False
2564100,紅衣少女- 山中鬼魅的傳說,"price_twd_original,review_count",True,False
4171770,Stuck with my Ex's Family and ZOMBIES!?,"price_twd_original,review_count",True,False
4195580,The Lewdest Sovereign,"price_twd_original,review_count",True,False
4129510,Eyes on Me,"price_twd_original,review_count",True,False
4337900,Clicky Bunny,"price_twd_original,review_count",True,False
3917030,星際調酒師 Cosmic Cocktails,"price_twd_original,review_count",True,False
3578980,Lovecraft Locker 2: Tentacle Breach,"price_twd_original,review_count",True,False
2455020,性愛除魔 Sexorcism,"price_twd_original,review_count",True,False
3282110,小咲: 狂怒之軌,"price_twd_original,release_date,review_count",True,False
4285110,Tunnel Escape Fates Entwined,"price_twd_original,release_date,review_count",True,False
1428660,LewdQuest,"price_twd_original,review_count",True,False
872460,Queen of the Pack,"price_twd_original,review_count",True,False
4225230,Fisherman's Big Meat,"price_twd_original,review_count",True,False
3430850,Dengenki Days,"price_twd_original,review_count",True,False
2569620,Spells of Lust,"price_twd_original,release_date,review_count",True,False
4029660,Waifu Catcher: Gotta Fu*k 'em All,"price_twd_original,review_count",True,False
3344930,Darker: Chapter 1,"price_twd_original,review_count",True,False
2959420,The Dragonspire,"price_twd_original,release_date,review_count",True,False
3938800,Pleasure Room - Haunted Apartment,"price_twd_original,release_date,review_count",True,False
3416080,Voyeur Villa - Living with Monster Girls Edition,"price_twd_original,review_count",True,False
4365300,Loving Touch,"price_twd_original,review_count",True,False
3979950,Wonder Catgirl XXX,"price_twd_original,review_count",True,False
2947030,Boundless Lust,"price_twd_original,release_date,review_count",True,False
3508310,Dungeon of the Desirable Detainees,"price_twd_original,review_count",True,False
3892390,Horse Magic,"price_twd_original,review_count",True,False
3875970,Is this Really a Massage!?,"price_twd_original,review_count",True,False
4246910,Femboy & Futa Cozy Cafe,"price_twd_original,review_count",True,False
4222160,TOUCH GRASS,"price_twd_original,release_date,review_count",True,False
3946800,Neon Conqueror,"price_twd_original,review_count",True,False
3119450,Rock! Scissors! Please!,"price_twd_original,review_count",True,False
1526540,貓與地下城,"price_twd_original,review_count",True,False
3299110,Parasite Inside,"price_twd_original,release_date,review_count",True,False
1745920,征服者之王,"price_twd_original,release_date,review_count",True,False
4624870,Wife Life : Secret,"price_twd_original,review_count",True,False
4200460,Little Red: Caught on Tape,"price_twd_original,release_date,review_count",True,False
4053940,Bully's Love Trap,"price_twd_original,review_count",True,False
2872120,Friends in a Room,review_count,True,False
3740660,Valse Des Fleurs: Horror RPG Maker Game,"price_twd_original,review_count",True,False
4101650,My Mafia Lord Romance,"price_twd_original,review_count",True,False
2981340,Yosuga no Sora,"price_twd_original,review_count",True,False
3255260,Accursed: Emma's Path,"price_twd_original,release_date,review_count",True,False
3553730,Crypts & Curves,"price_twd_original,review_count",True,False
4250000,Love x Fantasy: Lusty Succubus,"price_twd_original,review_count",True,False
4496460,Hentai Horny Crush,review_count,True,False
3791760,Your Fox Wife,"price_twd_original,review_count",True,False
4512330,美少女拼圖·夏日幻影,"price_twd_original,review_count",True,False
2706690,SexSeal 節奏封淫,"price_twd_original,review_count",True,False
4005870,FreshWomen - Season 3,"price_twd_original,review_count",True,False
3711600,魔物領主：藍寶石,"price_twd_original,review_count",True,False
3887830,ALTERNATE WORLDS,"price_twd_original,review_count",True,False
2022220,淫慾健身房 / Sexy Gym,"price_twd_original,release_date,review_count",True,False
1307080,SEX HENTAI VR,"price_twd_original,review_count",True,False
4474610,Hentai Horny Skirt,review_count,True,False
3157160,Cupid's Chatroom,"price_twd_original,review_count",True,False
4454010,Whispers of Desire,"price_twd_original,review_count",True,False
3660010,Milky Harvest,"price_twd_original,review_count",True,False
1294620,CrocApoca!! 和鱷魚少女共度世界末日,"price_twd_original,review_count",True,False
4558920,Yua Games collection,"price_twd_original,review_count",True,False
1891550,Legend of Mythos ~Touhou Winter Heart Cage~,"price_twd_original,review_count",True,False
762000,Witches Craft,"price_twd_original,review_count",True,False
2843920,Juicy Cream Pie ™,"price_twd_original,review_count",True,False
4528810,Hentai Milfs Boobs,review_count,True,False
4584630,Order Up,"price_twd_original,review_count",True,False
4135000,Femboy Tooters,"price_twd_original,review_count",True,False
4517650,Hentai Milf & Futanari,review_count,True,False
3224160,Poolside 18+,"price_twd_original,review_count",True,False
4024670,Moanarchy,"price_twd_original,review_count",True,False
4566260,Milf Hunter Survivors,"price_twd_original,review_count",True,False
3310970,Still Water 死水,"price_twd_original,release_date,review_count",True,False
4453690,Hentai Waifu,review_count,True,False
4421070,Hentai Horny Milf,review_count,True,False
4516310,Clicker Complex: Vira’s Private Stream,"price_twd_original,review_count",True,False
1574130,The Ruins of Vagastia,"price_twd_original,release_date,review_count",True,False
4334080,Freyline,"price_twd_original,review_count",True,False
4478850,StripoRama,"price_twd_original,review_count",True,False
4077350,Holstaur Milk Ranch,"price_twd_original,release_date,review_count",True,False
4157280,Fever House,"price_twd_original,review_count",True,False
3886560,Fetish Love: NSFW Dating Sim,"price_twd_original,review_count",True,False
4379570,Hentai Body,review_count,True,False
4234730,Chuppy Saves the Day,"price_twd_original,review_count",True,False
2394400,Dating Izzie,"price_twd_original,review_count",True,False
3804840,MILF's Plaza 2,"price_twd_original,review_count",True,False
3264300,Spark of Joy,"price_twd_original,review_count",True,False
4588520,Athletes Student For Living,"price_twd_original,review_count",True,False
4321030,MalO On Camera Deluxxx,"price_twd_original,review_count",True,False
4354380,Hentai Skirt,review_count,True,False
4187050,NTR Phone,"price_twd_original,review_count",True,False
4293340,Sweet Prison,review_count,True,False
4282670,Sweet Touch,review_count,True,False
4231830,Sweet Night,review_count,True,False
4421110,Hentai Pantyhose,review_count,True,False
2239990,Love n Dream 3,"price_twd_original,review_count",True,False
4545010,Xmas Hentai Girlfriends,"price_twd_original,review_count",True,False
4386620,Hentai Panties,review_count,True,False
3694000,Elena's Story: The Vaalbara Chronicle,"price_twd_original,review_count",True,False
4518610,FUTAHAMMER 69000,"price_twd_original,review_count",True,False
2922590,黑暗大陸編年史：墮落精靈,"price_twd_original,release_date,review_count",True,False
4290490,Hot Sex Massage,"price_twd_original,review_count",True,False
4576310,SEX KINGDOM,"price_twd_original,review_count",True,False
3841270,UnHolY PraYeR,"price_twd_original,review_count",True,False
4120350,The Power of Truth - Book 1,"price_twd_original,review_count",True,False
2355530,The One Chapter 2,review_count,True,False
4086960,MELONS MILKSHAKE: JUICY BATTLEFIELD,review_count,True,False
4524290,Hentai Reina,"price_twd_original,review_count",True,False
1683170,The Forest of Love,"price_twd_original,review_count",True,False
4516470,Deadset Darling,"price_twd_original,review_count",True,False
4517640,Hentai Succubus,review_count,True,False
3805170,Arthur's Quest 2 - The Oath of the Bara Spirits Brotherhood,"price_twd_original,review_count",True,False
4294130,Suspira,"price_twd_original,review_count",True,False
4284680,Sex Apartment 2: Grand Hotel,"price_twd_original,review_count",True,False
3660020,Horny Doctor,"price_twd_original,release_date,review_count",True,False
4566470,Hentai Furry Goat,"price_twd_original,review_count",True,False
3891630,Fertility Clinic,"price_twd_original,review_count",True,False
1981910,GymBeasts,"price_twd_original,review_count",True,False
2699130,Network Euphoria,"price_twd_original,review_count",True,False
4544180,Hentai Horny Office,review_count,True,False
1146670,Beauty And Violence: Valkyries,"price_twd_original,review_count",True,False
3269660,Starmaker Story,"price_twd_original,review_count",True,False
4078340,Happy Hour,"price_twd_original,review_count",True,False
3925240,宅男戀愛物語,"price_twd_original,review_count",True,False
4531510,Hot MILF Hunter,"price_twd_original,review_count",True,False
2235400,Fairy Tale Academy,"price_twd_original,release_date,review_count",True,False
4488490,MY VAMPIRE WIFE,"price_twd_original,review_count",True,False
3192260,與女僕一起生活,"price_twd_original,release_date,review_count",True,False
4327500,Futa Hero,"price_twd_original,review_count",True,False
4363440,SECRET WORK AFTER HOURS,review_count,True,False
4282720,頹廢！！兔子性活,"price_twd_original,release_date,review_count",True,False
4328400,Unclean Water,"price_twd_original,release_date,review_count",True,False
3458250,IN HEAT: Honeymoon! 3D,"price_twd_original,release_date,review_count",True,False
4627510,Hentai Glacial,"price_twd_original,review_count",True,False
4013010,死命必守！,"price_twd_original,release_date,review_count",True,False
4587910,Hentai Sexy Office,"price_twd_original,review_count",True,False
2323050,Nordstrums Treasure,"price_twd_original,release_date,review_count",True,False
4548130,Hentai Love Hotel,"price_twd_original,review_count",True,False
4608270,Hentai Big Boobs Femboy,"price_twd_original,review_count",True,False
4608280,Hentai Futa Milf,"price_twd_original,review_count",True,False
4646480,Hentai Futanari MILF Teacher,"price_twd_original,review_count",True,False
4567000,Dominó Gótico,"price_twd_original,review_count",True,False
4605070,Lyndaria 2: Dragon Passion,"price_twd_original,review_count",True,False
3464000,性機錯亂 : 伊利希亞計畫,"price_twd_original,review_count",True,False
3226480,Bedtime Stories 2,review_count,True,False
3996680,都市女孩:心跳海风,"price_twd_original,review_count",True,False
4413080,Sweet Medieval,"price_twd_original,review_count",True,False
4432410,Sweet Hospital 2,"price_twd_original,review_count",True,False
4350970,Sweet Hawaii,"price_twd_original,review_count",True,False
4571590,Sweet Running,"price_twd_original,review_count",True,False
4550050,Sweet Massage 2,"price_twd_original,review_count",True,False
4507970,Sweet AI,"price_twd_original,review_count",True,False
4481520,Sweet Birthday,"price_twd_original,review_count",True,False
4528610,Sweet Dating,"price_twd_original,review_count",True,False
4453610,Sweet Airline,"price_twd_original,review_count",True,False
4618290,Sweet Time,"price_twd_original,review_count",True,False
4596770,Sweet Hentai,"price_twd_original,review_count",True,False
4390950,Sweet Reporter,"price_twd_original,review_count",True,False
4368840,Sweet Agent,"price_twd_original,review_count",True,False
4334470,Sweet Worker,"price_twd_original,review_count",True,False
4130270,Lust In Nocturne,"price_twd_original,review_count",True,False
3774720,Alchemy Passage,review_count,True,False
4306520,Pookie's Otherworld Tavern,"price_twd_original,release_date,review_count",True,False
3665480,Monster Ops 14,review_count,True,False
3970710,Exilium: Kiro,review_count,True,False
4596650,Hentai Turbulence,review_count,True,False
4600850,Hentai Manor,"price_twd_original,review_count",True,False
3859670,Sex,"price_twd_original,review_count",True,False
2085640,Dreamy Love,"price_twd_original,review_count",True,False
4615930,Hentai Clicker: Mila is streaming,"price_twd_original,review_count",True,False
3691290,MEDUSA,review_count,True,False
4594290,Honeymoon Waifu,"price_twd_original,review_count",True,False
4579920,Hentai Clicker: Akumi is streaming,"price_twd_original,review_count",True,False
3910920,Agent Sherine: Dancing Fox,"price_twd_original,review_count",True,False
2689780,Giant Wishes 2,"price_twd_original,release_date,review_count",True,False
2630420,精靈守望,"price_twd_original,review_count",True,False
4460220,Secret Sexy Streamer,"price_twd_original,review_count",True,False
4533570,Hentai Shion,"price_twd_original,review_count",True,False
3036900,Hentai Tights,"price_twd_original,review_count",True,False
3818530,Xastur Spa: Erotic Salon Tycoon,"price_twd_original,review_count",True,False
4631010,A Lucky Hunt With : Aella,"price_twd_original,review_count",True,False
3426440,LOVE SHOP Simulator 💕🛒,"price_twd_original,release_date,review_count",True,False
3738790,Charter To Paradise,"price_twd_original,review_count",True,False
2610290,Teacher Seduction,"price_twd_original,release_date,review_count",True,False
3092600,Hentai Cowgirl,"price_twd_original,review_count",True,False
3675870,Ray's Hotel Adventures,"price_twd_original,review_count",True,False
3021870,Hentai Fox,"price_twd_original,review_count",True,False
4033150,Moka Love Relive♪,"price_twd_original,review_count",True,False
1785160,One Week With You,"price_twd_original,review_count",True,False
4443240,Legacy of Epstein: Noncompliance,"price_twd_original,review_count",True,False
2356360,不双修就去异世界探险吧！,"price_twd_original,review_count",True,False
2537220,Ardent Passions,"price_twd_original,review_count",True,False
3320610,Sexbot II: Recalibrated,"price_twd_original,review_count",True,False
3382900,HENTAI WITCH ACADEMY 2,review_count,True,False
3604040,Occult Trap,"price_twd_original,release_date,review_count",True,False
2579970,Shattered World,"price_twd_original,review_count",True,False
